Image, Date, Time, Cloud_Coverage 
2016-03-10-08-02-03-wahrsis3.jpg,2016:03:10,08:02:03,0.363264
2016-03-10-08-04-04-wahrsis3.jpg,2016:03:10,08:04:04,0.364472
2016-03-10-08-06-03-wahrsis3.jpg,2016:03:10,08:06:03,0.36514
2016-03-10-08-08-04-wahrsis3.jpg,2016:03:10,08:08:04,0.461
2016-03-10-08-10-03-wahrsis3.jpg,2016:03:10,08:10:03,0.524268
2016-03-10-08-12-03-wahrsis3.jpg,2016:03:10,08:12:03,0.551012
2016-03-10-08-14-03-wahrsis3.jpg,2016:03:10,08:14:03,0.51554
2016-03-10-08-16-03-wahrsis3.jpg,2016:03:10,08:16:03,0.513408
2016-03-10-08-18-03-wahrsis3.jpg,2016:03:10,08:18:03,0.519368
2016-03-10-08-20-03-wahrsis3.jpg,2016:03:10,08:20:03,0.549292
2016-03-10-08-22-03-wahrsis3.jpg,2016:03:10,08:22:03,0.572232
2016-03-10-08-24-04-wahrsis3.jpg,2016:03:10,08:24:04,0.570668
2016-03-10-08-26-03-wahrsis3.jpg,2016:03:10,08:26:03,0.518116
2016-03-10-08-28-03-wahrsis3.jpg,2016:03:10,08:28:03,0.504564
2016-03-10-08-30-04-wahrsis3.jpg,2016:03:10,08:30:04,0.458076
2016-03-10-08-32-03-wahrsis3.jpg,2016:03:10,08:32:03,0.420052
2016-03-10-08-34-03-wahrsis3.jpg,2016:03:10,08:34:03,0.399168
2016-03-10-08-36-03-wahrsis3.jpg,2016:03:10,08:36:03,0.411376
2016-03-10-08-38-04-wahrsis3.jpg,2016:03:10,08:38:04,0.4044
2016-03-10-08-40-04-wahrsis3.jpg,2016:03:10,08:40:04,0.414268
2016-03-10-08-42-03-wahrsis3.jpg,2016:03:10,08:42:03,0.428228
2016-03-10-08-44-03-wahrsis3.jpg,2016:03:10,08:44:03,0.462676
2016-03-10-08-46-04-wahrsis3.jpg,2016:03:10,08:46:04,0.40816
2016-03-10-08-48-04-wahrsis3.jpg,2016:03:10,08:48:04,0.493644
2016-03-10-08-50-03-wahrsis3.jpg,2016:03:10,08:50:03,0.475364
2016-03-10-08-52-03-wahrsis3.jpg,2016:03:10,08:52:03,0.441792
2016-03-10-08-54-04-wahrsis3.jpg,2016:03:10,08:54:04,0.41558
2016-03-10-08-56-03-wahrsis3.jpg,2016:03:10,08:56:03,0.400824
2016-03-10-08-58-03-wahrsis3.jpg,2016:03:10,08:58:03,0.469492
2016-03-10-09-02-03-wahrsis3.jpg,2016:03:10,09:02:03,0.428324
2016-03-10-09-04-03-wahrsis3.jpg,2016:03:10,09:04:03,0.395704
2016-03-10-09-06-03-wahrsis3.jpg,2016:03:10,09:06:03,0.4312
2016-03-10-09-08-03-wahrsis3.jpg,2016:03:10,09:08:03,0.419804
2016-03-10-09-10-03-wahrsis3.jpg,2016:03:10,09:10:03,0.393536
2016-03-10-09-12-03-wahrsis3.jpg,2016:03:10,09:12:03,0.442108
2016-03-10-09-14-04-wahrsis3.jpg,2016:03:10,09:14:04,0.439416
2016-03-10-09-16-03-wahrsis3.jpg,2016:03:10,09:16:03,0.40036
2016-03-10-09-18-03-wahrsis3.jpg,2016:03:10,09:18:03,0.45276
2016-03-10-09-20-03-wahrsis3.jpg,2016:03:10,09:20:03,0.429556
2016-03-10-09-22-04-wahrsis3.jpg,2016:03:10,09:22:04,0.499336
2016-03-10-09-24-03-wahrsis3.jpg,2016:03:10,09:24:03,0.484708
2016-03-10-09-26-03-wahrsis3.jpg,2016:03:10,09:26:03,0.471536
2016-03-10-09-28-03-wahrsis3.jpg,2016:03:10,09:28:03,0.42614
2016-03-10-09-30-03-wahrsis3.jpg,2016:03:10,09:30:03,0.415668
2016-03-10-09-32-04-wahrsis3.jpg,2016:03:10,09:32:04,0.417156
2016-03-10-09-34-03-wahrsis3.jpg,2016:03:10,09:34:03,0.40974
2016-03-10-09-36-03-wahrsis3.jpg,2016:03:10,09:36:03,0.494796
